,Comment,Emotion
585,guess feel little rebellious,anger
586,difficult time allow people nice thing without feel either insult like debt,anger
587,feel indecisive whether feel book huckleberry finn censor,fear
588,psyched stop kind good thing will not feel pressured go see everything hopefully relax focus make fun kid extension make fun,fear
589,hate feeling something get scared almost turn around walk away,fear
590,relieved feel much like resolve almost nothing actually weird energy can not wait back camp even though ill hack cough splutter day long,joy
591,feel outraged type thing,anger
592,begin feel though valuable contribution insight make within network professional,joy
593,currently struggle feeling offend drs office worry body heck wrong seriously contemplate get tube tie normal everyday thing occupy mind give time,anger
594,can not sleep read happy post go past one picnic day get happy like james make happy love repeat soon feel jealous,anger
595,want tell feel disgusted hurt husband way laugh treat grandchild treat husband mum scream stop selfish bastard world revolve around,anger
596,want recless feel uptight put mamma headlock baby right whooooo get crack whooooooooo get crack whooooo get crack get craaaaaaack,fear
597,feel heartless heart hurt still feel feel much pain,anger
598,feelin spiteful well actually visit house watch rally finland,anger
599,could not get sleep feel quite irritable restless every time drop sleep mosquito would land face squeal around ear,anger
600,miss much every moment feel like miss even like far away ever distracted,anger
601,still feel like somehow one family member horribly wrong tragic event transpire today,anger
602,feel like can not take anymore tell boyfriend furious,anger
603,hate feel indecisive,fear
604,feel shy fact love inanimate thing,fear
605,want know nothing step candyland make look haggard leave feel radiant bag full product course,joy
606,feel bit unsure go give try anyway,fear
607,feel sincere want resolve grievance,joy
608,feel weird,fear
609,feel cranky christmas,anger
610,could barely leave house feel lot isolation hate lack control life everyone else know move,anger
611,would feel like hypocrite support palin reason,joy
612,feel bit strange publish beautiful photo,fear
613,huge fan london grammar disclosure eye perfect collaboration definitely help make feel creative,joy
614,feel like mouse among man perpetually terrify,fear
615,start delve deep evaluate everything make feel insecure unworthy,fear
616,feel agitated,fear
617,really good mood work feel playful,joy
618,feel grouchy,anger
619,begin feel less anxious,fear
620,monthe ago,anger
621,get motivate lose weight get healthy wear outfit feel fantastic,joy
622,can not explain truly feel word encapsulate ness currently ecstatic happy bouncy relieve energise mood dance want chocolate want socialise right smiley lose word express bah emo,joy
623,feel peaceful know make right decision,joy
624,bit comfort zone feel tad apprehensive,fear
625,feel uptight,fear
626,back home feeling irritable since look forward party week,anger
627,scream every day every night one hear face start fall feel anxious frighten time think know anything mean anymore,fear
628,feel jealous whenever relationship not get talk anymore,anger
629,stop feel intimidate look wod guess mean learn find right balance scale push hard,fear
630,feel outgoing mood put game face smooch,joy
631,feel resentful tell well share,anger
632,find novel position feel bit uncertain stock market rally,fear
633,repeat feel become less afraid,fear
634,feel ecstatic survive comprehensive exam never sure would survive pass survive,joy
635,really come intense struggle since move say proud way give respect feel however need feel mad stress whatever yet still pull together fix issue,anger
636,feel terribly helpless sometimes even limited spiritual awareness able find answer know end outcome decision able move readjust pick piece centre enjoy decision,fear
637,also aware glamour sometimes want feel glamourous know,joy
638,joy hear take course medical assistant,joy
639,feel hate like never ever hate anyone like can not stop look exist symbol,anger
640,sometimes feel shy musical taste wander towards might call techno slander,fear
641,feel talented sometimes,joy
642,feel even less splendid nothing need do day decide baby,joy
643,feel particularly benevolent today,joy
644,sure feel extremely vulnerable feel depressed sad,fear
645,feel festive,joy
646,feel disgusted,anger
647,feel bit fearful might feeling stress drink much,fear
648,imagine zombie must feel like time would wake pissed,anger
649,feel gift card thought rude,anger
650,always get question block class topic feel pretty passionately knitter teacher,joy
651,feel way withdraw become irritable,anger
652,like lot person can not help feel less dream job sociable combat trainer,joy
653,always feel pressured socialize get eight miss call text host brother span hour,fear
654,feel pretty wimpy,fear
655,begin feel distressed feeling sadness desire kill,fear
656,ready meet little man know time run leave feel little apprehensive,fear
657,feel like pissed spend entire extra year school stupid biochem,anger
658,can not believe feeling afraid disdain hatred instead actual nothingness lace small dash repulsion,fear
659,horrible day decide would feel well not red hair anymore immedietly go wal mart find box hair color description soft dark brown,joy
660,feel like copy handsome boy say yay fun,joy
661,whoop holler unless special occasion go feel suitably jubilant tad proud come somewhat constipate yhhhay,joy
662,feel irritated piss even like someone wake moment edge fall deep slumber,anger
663,feel offend sign would accurate,anger
