,Comment,Emotion
556,feel completely bless part group,love
557,type not use moisturizer skin oily product design contain ton moisturize ingredient make skin feel lovely without oil,love
558,afraid environment make feel relaxed cause,joy
559,feel overwhelmed want physically shake everything way would spider shirt,surprise
560,say little piece feel agitate watch discussion race style color font family georgia serif font size px line height,fear
561,feel can not touch say love bit much will not deny break heart can not find crush not come back home,sadness
562,feel little frustrated ache longing settle heart weariness life slip around shoulder like unwelcome friend,anger
563,even remember try last year feel crappy nowhere near close,sadness
564,break uncle radio player accidentally fear go cut go house well play,fear
565,feel conflicted whether follower christ celebrate ever popular pagan originate modern day holiday,joy
566,feel impatient take pill,anger
567,feel carefree weightless yet worried ground time,joy
568,feel sincere repentant past opposition civil right,joy
569,one point put son daycare mom constantly make feel like terrible parent,sadness
570,thing list feel super guilty relax,joy
571,feel uncertain motive feel inbalance committment process counselling reconciliation,fear
572,feel like really valuable,joy
573,feel like go emotion angry,anger
574,much training grammar language read something write like kind feel like assault,sadness
575,feel insult everyone compare sneha,anger
576,still wake every morning feeling blessed unable believe lucky enough able call amazing family mine life,joy
577,feel leader country depict people country love god hope one think way supportive like george w,love
578,feel really horny afternoon one fulfill sexual desire bed creative thought help forget handss aahhh work like magic,love
579,know scone must food determined live frugal lifestyle without feel deprive,sadness
580,giggle nervously feel threatened,fear
581,feel horrible helplessness make thing well feel like kill inside,sadness
582,take picture house feel far messy post photo online ill clean bit post,sadness
583,feel hate loathe,sadness
584,pick feel little apprehensive,fear
585,feel numb,sadness
586,feel every bit spiteful vindictive bitch time,anger
587,get feeling look eye sincere,joy
588,feel assure mind one,joy
589,feel unfortunate not soundtrack,sadness
590,believe feel nervous father reassure nothing nervous make nervous,fear
591,feel uptight day complete around feel right little nervs dream date thing pursue wedding always dream mine day min,fear
592,think would come fast would come suppose feel cranky today,anger
593,feeling go stubborn,anger
594,feel lonely lose,sadness
595,would feel empty,sadness
596,start feel agitated lack patience right cranky,anger
597,know easy twist thing create explanation still sure one help feel little less mad,anger
598,feel rich yup know blessed,joy
599,not tell not want feel afraid,fear
600,love medium coverage sometime feel put ugly picture,sadness
601,feel though little neglectful fellow blogger,sadness
602,sort hate glass make eye look small since huge eye go quite upset hope big frame make feel less paranoid,fear
603,can not believe moment feel useful wash dish,joy
604,feel distressed music mind rewrite fma op,fear
605,feel quite lonely monday half term,sadness
606,feel really socially awkward not like get meet new people thing group adventurous,sadness
607,admire athleticism feel like would entertained get watch severely shape people participate olympic event,joy
608,feel horrible feel horrible make bad fact not get workout,sadness
609,would hate bit imagine secretary feel irritable day eh,anger
610,feel unhappy,sadness
611,feel like take time care flower wonderfully loyal hive,love
612,remember feel amazed,surprise
613,know never see place would break heart thick layer moss encase thick shell muffle sharp feeling pleasant painful,joy
614,nameless mid bottom law school graduate find marginally attach awash sea overeducated underpaid indenture peer feel dupe promise well life debt modern chemistry,joy
615,truly feel contribute blog world especially regard educate writer valuable,joy
616,feel like would clever get ton thing time,joy
617,know right feel energetic awake patient happy run daily still feel little bad believe breast milk much well baby formula,joy
618,quickly trot add feel embarrassed ask hope would enter kind conversation,sadness
619,hate get drunk whole next day spend sleep feel groggy,sadness
620,love discussion class feel passionate feminist issue go write feel though fake,love
621,would want welcome home end feel mommyhood threaten inability breastfeed baby,fear
622,feel agitated result pleasant opposite calm peaceful,anger
623,feel honored student come class,joy
624,often tell want attention especially feel horny want good sex hour,love
625,get anxious feeling feel xox soon real thing already need flawless,joy
626,feel rich blessed joyful,joy
627,horrible anxiety dream every night last week make feel really paranoid course read conspiracy theory unsolved crime online not hugely help matter,fear
628,truly feel somehow enough hate get mad,anger
629,remember feel uncertain young especially become teenager,fear
630,feel can not get far enough away feed melancholy long enough would wither die,sadness
631,want enter defiance come different culture feel offend allow,anger
632,feel rebellious eat,anger
633,feel agitated restless edge quite often,anger
